Identifier,Descriptor
/m/0163v,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930']"
/m/0164b,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930']"
/m/0164v,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930']"
/m/0165v,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930']"
/m/016622,"['wordnet_whole_100003553', 'wordnet_physical_entity_100001930', 'wordnet_instrumentality_103575240', 'wordnet_instrument_103574816', 'wordnet_musical_instrument_103800933', 'wordnet_percussion_instrument_103915437', 'wordnet_device_103183080', 'wordnet_artifact_100021939', 'wordnet_object_100002684']"
/m/01669b,"['wordnet_physical_entity_100001930', 'wordnet_district_108552138', 'wordnet_state_108654360', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684']"
/m/01669t,"['wordnet_physical_entity_100001930', 'wordnet_district_108552138', 'wordnet_state_108654360', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684']"
/m/0166c7,"['wordnet_physical_entity_100001930', 'wordnet_district_108552138', 'wordnet_state_108654360', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684']"
/m/0166v,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930', 'wordnet_protectorate_108627316']"
/m/0167_s,"['wordnet_abstraction_100002137', 'wordnet_dance_band_108249960', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_rock_group_108250501', 'wordnet_musical_organization_108246613', 'wordnet_group_100031264']"
/m/0167bx,"['wordnet_physical_condition_114034177', 'wordnet_attribute_100024264', 'wordnet_state_100024720', 'wordnet_disorder_114052403', 'wordnet_condition_113920835', 'wordnet_abstraction_100002137']"
/m/0167v,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930', 'wordnet_sultanate_108896327']"
/m/0167xy,"['wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_musical_organization_108246613', 'wordnet_group_100031264']"
/m/016890,"['wordnet_social_group_107950920', 'wordnet_musical_organization_108246613', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/01699,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930']"
/m/0169t,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930']"
/m/016cjb,"['wordnet_auditory_communication_107109019', 'wordnet_expressive_style_107066659', 'wordnet_communication_100033020', 'wordnet_music_107020895', 'wordnet_abstraction_100002137', 'wordnet_music_genre_107071942']"
/m/016ckq,"['wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098', 'wordnet_institution_108053576', 'wordnet_subsidiary_company_108003935']"
/m/016fmf,"['wordnet_abstraction_100002137', 'wordnet_dance_band_108249960', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_rock_group_108250501', 'wordnet_musical_organization_108246613', 'wordnet_group_100031264']"
/m/016gp5,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/016h5l,"['wordnet_geographical_area_108574314', 'wordnet_park_108615149', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930', 'wordnet_tract_108673395', 'wordnet_cemetery_108521623', 'wordnet_site_108651247']"
/m/016jhr,"['wordnet_auditory_communication_107109019', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_abstraction_100002137', 'wordnet_expressive_style_107066659', 'wordnet_communication_100033020', 'wordnet_music_107020895', 'wordnet_set_108240169', 'wordnet_music_genre_107071942']"
/m/016jny,"['wordnet_auditory_communication_107109019', 'wordnet_expressive_style_107066659', 'wordnet_communication_100033020', 'wordnet_music_107020895', 'wordnet_abstraction_100002137', 'wordnet_music_genre_107071942']"
/m/016k4x,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_party_108256968', 'wordnet_organization_108008335']"
/m/016l09,"['wordnet_abstraction_100002137', 'wordnet_dance_band_108249960', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_rock_group_108250501', 'wordnet_musical_organization_108246613', 'wordnet_group_100031264']"
/m/016lj_,"['wordnet_social_group_107950920', 'wordnet_musical_organization_108246613', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/016lmg,"['wordnet_set_107996689', 'wordnet_trio_107986198', 'wordnet_abstraction_100002137', 'wordnet_collection_107951464', 'wordnet_group_100031264']"
/m/016m5c,"['wordnet_social_group_107950920', 'wordnet_musical_organization_108246613', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/016ndm,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/016ppr,"['wordnet_social_group_107950920', 'wordnet_set_107996689', 'wordnet_collection_107951464', 'wordnet_group_100031264', 'wordnet_trio_107986198', 'wordnet_set_108240169', 'wordnet_abstraction_100002137']"
/m/016r9z,"['wordnet_contest_107456188', 'wordnet_social_event_107288639', 'wordnet_abstraction_100002137', 'wordnet_game_100456199', 'wordnet_psychological_feature_100023100', 'wordnet_event_100029378']"
/m/016t0h,"['wordnet_social_group_107950920', 'wordnet_set_107996689', 'wordnet_trio_107986198', 'wordnet_abstraction_100002137', 'wordnet_set_108240169', 'wordnet_collection_107951464', 'wordnet_group_100031264']"
/m/016vj5,"['wordnet_social_group_107950920', 'wordnet_musical_organization_108246613', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/016vn3,"['wordnet_social_group_107950920', 'wordnet_pop_group_108249752', 'wordnet_ensemble_108188235', 'wordnet_musical_organization_108246613', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/016w7b,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/016wyn,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/016wzw,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930']"
/m/016y3j,"['wordnet_auditory_communication_107109019', 'wordnet_attribute_100024264', 'wordnet_property_104916342', 'wordnet_expressive_style_107066659', 'wordnet_manner_104928903', 'wordnet_communication_100033020', 'wordnet_music_107020895', 'wordnet_abstraction_100002137', 'wordnet_music_genre_107071942']"
/m/016ybr,"['wordnet_auditory_communication_107109019', 'wordnet_attribute_100024264', 'wordnet_property_104916342', 'wordnet_expressive_style_107066659', 'wordnet_manner_104928903', 'wordnet_communication_100033020', 'wordnet_music_107020895', 'wordnet_abstraction_100002137', 'wordnet_music_genre_107071942']"
/m/016zgj,"['wordnet_auditory_communication_107109019', 'wordnet_abstraction_100002137', 'wordnet_expressive_style_107066659', 'wordnet_communication_100033020', 'wordnet_music_107020895', 'wordnet_music_genre_107071942']"
/m/016zwt,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930']"
/m/016zxr,"['wordnet_auditory_communication_107109019', 'wordnet_expressive_style_107066659', 'wordnet_communication_100033020', 'wordnet_music_107020895', 'wordnet_abstraction_100002137', 'wordnet_music_genre_107071942']"
/m/0172jm,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/01750n,"['wordnet_auditory_communication_107109019', 'wordnet_attribute_100024264', 'wordnet_property_104916342', 'wordnet_manner_104928903', 'wordnet_expressive_style_107066659', 'wordnet_communication_100033020', 'wordnet_music_107020895', 'wordnet_abstraction_100002137', 'wordnet_music_genre_107071942']"
/m/0175rc,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/0175tv,"['wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_basketball_team_108079852', 'wordnet_club_108227214']"
/m/0175yg,"['wordnet_auditory_communication_107109019', 'wordnet_expressive_style_107066659', 'wordnet_communication_100033020', 'wordnet_music_107020895', 'wordnet_abstraction_100002137', 'wordnet_music_genre_107071942']"
/m/0177sq,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_consortium_108236438', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/0178kd,"['wordnet_social_group_107950920', 'wordnet_rock_group_108250501', 'wordnet_musical_organization_108246613', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_dance_band_108249960', 'wordnet_organization_108008335']"
/m/01795t,"['wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098', 'wordnet_institution_108053576', 'wordnet_film_company_108003173', 'wordnet_subsidiary_company_108003935']"
/m/017_1x,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/017cw,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_empire_108557482', 'wordnet_domain_108556491', 'wordnet_physical_entity_100001930']"
/m/017cy9,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_nursing_school_108283757', 'wordnet_organization_108008335', 'wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/017d77,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/017j69,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/017jq,"['wordnet_island_109316454', 'wordnet_location_100027167', 'wordnet_archipelago_109203827', 'wordnet_region_108630039', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930', 'wordnet_land_109334396']"
/m/017jv5,"['wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098', 'wordnet_institution_108053576', 'wordnet_film_company_108003173', 'wordnet_subsidiary_company_108003935']"
/m/017l96,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/017lb_,"['wordnet_pop_group_108249752', 'wordnet_ensemble_108188235', 'wordnet_abstraction_100002137', 'wordnet_dance_band_108249960', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_rock_group_108250501', 'wordnet_musical_organization_108246613', 'wordnet_group_100031264']"
/m/017lvd,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_nursing_school_108283757', 'wordnet_organization_108008335', 'wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/017s11,"['wordnet_electronics_company_108003035', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098', 'wordnet_institution_108053576', 'wordnet_film_company_108003173', 'wordnet_subsidiary_company_108003935']"
